City_Data,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
382,omsukchan,92,RU,1532561769,97,62.53,155.8,56.54,3.4
383,bundaberg,0,AU,1532561769,100,-24.87,152.35,66.8,4.97
384,tadine,80,NC,1532561770,93,-21.55,167.88,72.11,11.68
385,san cristobal,75,EC,1532559600,62,-0.39,-78.55,57.2,13.87
386,oudtshoorn,36,ZA,1532559660,93,-33.59,22.2,59.0,6.93
387,lasa,40,CY,1532561400,78,34.92,32.53,77.0,3.36
388,secovce,0,SK,1532559600,73,48.7,21.66,69.8,9.17
389,bud,0,NO,1532560800,87,62.91,6.91,55.4,8.05
390,srednekolymsk,92,RU,1532561772,96,67.46,153.71,53.93,5.75
391,mahebourg,40,MU,1532559600,68,-20.41,57.7,71.6,12.75
392,saint-ambroise,0,FR,1532561400,82,47.25,-0.65,68.0,1.28
393,cerro punta,75,PA,1532559600,94,8.85,-82.57,77.0,2.24
394,hanmer springs,32,NZ,1532561773,76,-42.52,172.83,44.66,13.69
395,trairi,32,BR,1532561774,99,-3.28,-39.27,79.76,22.19
396,bulgan,76,MN,1532561774,77,48.81,103.53,69.14,4.97
397,seabra,56,BR,1532561774,82,-12.42,-41.77,62.66,10.22
398,trelew,8,AR,1532561503,37,-43.25,-65.31,45.11,11.34
399,pahrump,40,US,1532560980,15,36.21,-115.98,111.2,17.22
400,carballo,75,ES,1532561400,100,43.21,-8.69,68.0,2.39
401,necochea,0,AR,1532561750,92,-38.55,-58.74,38.0,7.2
402,beira,75,ES,1532561400,100,43.2,-8.36,68.0,2.39
403,cuiluan,0,CN,1532561776,83,47.72,128.65,70.76,4.97
404,springfield,1,US,1532559120,28,37.22,-93.29,93.2,4.29
405,hervey bay,0,AU,1532561777,99,-25.3,152.85,65.54,3.4
406,mount pleasant,1,US,1532560500,22,33.16,-94.97,100.4,3.85
407,guerrero negro,20,MX,1532561779,62,27.97,-114.04,80.84,10.11
408,gwadar,68,PK,1532561779,98,25.12,62.33,81.38,5.53
409,uravakonda,64,IN,1532561779,75,14.95,77.26,76.88,14.58
410,nioki,8,CD,1532561780,69,-2.72,17.69,71.03,3.18
411,rosita,92,NI,1532561780,86,13.92,-84.4,77.78,2.62
412,lompoc,1,US,1532559360,64,34.64,-120.46,78.8,14.99
413,carbonia,0,IT,1532559000,83,39.17,8.53,75.2,10.29
414,nhulunbuy,20,AU,1532559600,83,-12.18,136.78,77.0,5.82
415,kannur,92,IN,1532561781,98,11.88,75.37,71.21,2.73
416,tomatlan,56,MX,1532561782,65,19.93,-105.25,84.35,5.3
417,marawi,44,PH,1532561782,81,8.0,124.29,75.26,3.62
418,roura,0,GF,1532559600,88,4.73,-52.33,78.8,4.7
419,tura,88,IN,1532561783,99,25.52,90.21,75.89,2.73
420,sao raimundo das mangabeiras,0,BR,1532561783,38,-7.02,-45.48,79.85,7.65
421,monrovia,75,LR,1532557800,94,6.33,-10.8,75.2,7.2
422,cacimba de dentro,0,BR,1532561784,68,-6.64,-35.79,73.19,11.68
423,qaqortoq,0,GL,1532559000,84,60.72,-46.03,57.2,8.05
424,unai,0,BR,1532561785,58,-16.36,-46.91,60.95,5.08
425,puerto del rosario,0,ES,1532561400,78,28.5,-13.86,71.6,18.34
426,motygino,0,RU,1532561785,75,58.18,94.69,55.37,3.18
427,vanavara,36,RU,1532561786,76,60.35,102.28,57.53,3.62
428,northam,0,GB,1532560800,72,51.04,-4.21,60.8,2.24
429,traralgon,20,AU,1532561786,78,-38.19,146.54,50.42,4.97
430,turukhansk,100,RU,1532561787,100,65.8,87.96,52.49,4.41
431,nalut,44,LY,1532561787,36,31.86,10.98,76.43,4.74
432,agadir,0,MA,1532559600,77,30.42,-9.58,66.2,3.36
433,beaufort,75,MY,1532557800,78,5.36,115.76,78.8,4.7
434,paramonga,68,PE,1532561788,100,-10.68,-77.82,62.3,11.68
435,koumac,24,NC,1532561788,69,-20.56,164.28,73.28,7.09
436,qasigiannguit,75,GL,1532559000,93,68.82,-51.19,39.2,5.41
437,balsas,44,BR,1532561789,31,-7.53,-46.04,82.91,8.43
438,parsabad,20,AZ,1532561789,90,39.65,47.92,75.62,5.19
439,kaifeng,48,CN,1532559600,88,34.8,114.35,80.6,8.95
440,atar,0,MR,1532561790,24,20.52,-13.05,81.47,5.75
441,nelson bay,0,AU,1532559600,50,-32.72,152.14,53.6,12.75
442,kurchum,0,KZ,1532561790,100,48.57,83.65,54.83,8.43
443,portland,20,US,1532559180,19,45.52,-122.67,95.0,13.87
444,mata,75,CU,1532559060,94,22.63,-79.93,71.6,8.05
445,santa maria,90,BR,1532559600,100,-29.69,-53.81,57.2,9.17
446,rumoi,75,JP,1532559600,78,43.93,141.67,75.2,6.93
447,rahuri,92,IN,1532561793,97,19.39,74.65,70.85,11.01
448,vicam,5,MX,1532559360,71,27.64,-110.3,96.8,17.22
449,lagoa,0,PT,1532559600,68,37.14,-8.45,71.6,9.17
450,port augusta,56,AU,1532559600,93,-32.49,137.76,46.4,5.82
451,serov,32,RU,1532561795,80,59.61,60.57,61.4,2.39
452,coihaique,0,CL,1532559600,75,-45.58,-72.07,41.0,6.93
453,leh,80,IN,1532561796,95,34.16,77.58,35.21,1.61
454,kaeo,36,NZ,1532561796,78,-35.1,173.78,62.3,17.72
455,sibolga,0,ID,1532561796,100,1.74,98.78,68.06,2.17
456,la paz,5,MX,1532558940,32,24.15,-110.32,96.8,4.7
457,tautira,75,PF,1532559600,69,-17.73,-149.15,82.4,18.34
458,ahipara,56,NZ,1532561798,86,-35.17,173.16,61.13,19.06
459,oktyabrskoye,36,RU,1532561798,77,56.73,85.44,57.08,5.41
460,kirksville,1,US,1532559300,48,40.19,-92.58,84.2,6.93
461,snasa,92,NO,1532561799,97,64.25,12.38,52.13,2.51
462,bartica,75,GY,1532559600,100,6.41,-58.62,75.2,6.93
463,prieska,0,ZA,1532561799,68,-29.67,22.74,39.35,3.29
464,nicoya,75,CR,1532559600,74,10.15,-85.45,82.4,6.93
465,mocuba,0,MZ,1532561800,89,-16.84,36.99,57.17,2.62
466,myaundzha,92,RU,1532561800,100,63.05,147.18,55.46,3.51
467,karacakoy,0,TR,1532559000,94,41.4,28.38,77.0,5.82
468,mana,75,RS,1532559600,100,43.52,20.24,66.2,3.36
469,richards bay,0,ZA,1532561801,88,-28.77,32.06,52.49,2.62
470,adrar,0,DZ,1532559600,13,27.87,-0.29,96.8,5.82
471,turmalina,0,BR,1532561802,61,-17.29,-42.73,62.03,10.11
472,comodoro rivadavia,0,AR,1532559600,75,-45.87,-67.48,41.0,1.12
473,cumbum,8,IN,1532561803,77,15.58,79.11,78.5,13.58
474,cobija,0,BR,1532559600,61,-11.02,-68.77,77.0,4.7
475,lewistown,1,US,1532560500,73,40.39,-90.15,82.4,3.36
476,san andres,92,PH,1532561804,100,13.32,122.68,75.98,2.62
477,rae bareli,80,IN,1532561804,94,26.22,81.25,78.5,9.55
478,aykhal,0,RU,1532561805,68,65.95,111.51,57.71,3.96
479,dothan,1,US,1532559480,55,31.22,-85.39,91.4,3.36
480,meadow lake,75,CA,1532559600,72,54.13,-108.44,64.4,6.93
481,fauske,75,NO,1532559000,100,67.26,15.4,55.4,4.7
482,manaus,40,BR,1532559600,78,-3.13,-59.98,82.4,3.36
483,high rock,75,BS,1532559600,74,26.63,-78.28,87.8,1.12
484,chermoz,20,RU,1532561808,80,58.79,56.15,60.68,2.39
485,ostrovnoy,0,RU,1532561808,62,68.05,39.51,68.6,15.03
486,hamilton,40,BM,1532559300,78,32.3,-64.78,80.6,11.41
487,laguna,20,MX,1532558520,41,27.52,-110.01,96.8,13.87
488,kieta,36,PG,1532561809,100,-6.22,155.63,79.76,2.84
489,esperance,20,TT,1532559600,74,10.24,-61.45,82.4,8.05
490,hualmay,20,PE,1532561810,85,-11.1,-77.61,63.11,5.41
491,gazli,0,UZ,1532561810,35,40.13,63.45,71.3,12.01
492,fairbanks,90,US,1532559480,29,64.84,-147.72,78.8,3.36
493,zvishavane,0,ZW,1532561811,71,-20.32,30.05,36.29,2.62
494,alofi,40,NU,1532559600,65,-19.06,-169.92,77.0,13.87
495,hofn,80,IS,1532561812,98,64.25,-15.21,49.25,6.42
496,luderitz,0,NA,1532561813,80,-26.65,15.16,54.83,6.98
497,charlestown,90,US,1532561160,88,41.38,-71.64,75.2,12.75
498,aloleng,76,PH,1532561814,100,16.13,119.78,77.6,5.86
499,okhotsk,0,RU,1532561814,90,59.36,143.24,62.66,5.97
500,ucluelet,20,CA,1532559600,72,48.94,-125.55,66.2,5.82
501,bonthe,92,SL,1532561815,100,7.53,-12.5,74.81,6.76
502,bayangol,48,MN,1532561815,60,48.91,106.09,71.21,18.84
503,wlodawa,92,PL,1532561815,96,51.55,23.55,65.63,9.22
504,denpasar,40,ID,1532557800,88,-8.65,115.22,73.4,3.36
505,verkhnevilyuysk,56,RU,1532561816,82,63.45,120.31,60.95,3.4
506,najran,40,SA,1532559600,25,17.54,44.22,87.8,4.7
507,jijiang,0,CN,1532559600,79,29.8,120.61,87.8,4.47
508,vught,24,NL,1532561100,64,51.66,5.29,75.2,4.7
509,chail,88,IN,1532561818,98,30.97,77.2,63.92,1.61
510,nadym,8,RU,1532561818,58,65.53,72.51,57.26,13.69
511,tayoltita,44,MX,1532561819,60,24.11,-105.93,83.18,1.83
512,sorland,56,NO,1532561819,96,67.67,12.69,55.64,10.89
513,waddan,0,LY,1532561819,53,29.16,16.14,74.9,6.87
514,puerto escondido,5,MX,1532558460,70,15.86,-97.07,87.8,9.17
515,kushima,75,JP,1532560080,83,31.5,131.29,84.2,3.36
516,muzhi,0,RU,1532561820,66,65.4,64.7,62.03,3.4
517,goderich,0,CA,1532561746,72,43.74,-81.71,71.93,3.51
518,balkhash,0,KZ,1532561821,100,46.84,74.98,61.85,14.7
519,pauini,12,BR,1532561821,50,-7.71,-67.0,83.18,6.2
520,mpanda,24,TZ,1532561822,57,-6.34,31.07,61.13,9.22
